Price,Close,High,Low,Open,Volume
Ticker,MAA,MAA,MAA,MAA,MAA
Date,,,,,
2008-01-02,21.482303619384766,21.84683341114358,21.027889560628687,21.35246994265863,357300
2008-01-03,20.413673400878906,21.766927676360172,20.413673400878906,21.492282262888214,353700
2008-01-04,19.824445724487305,20.18398096939489,19.704599372922686,20.18398096939489,242100
2008-01-07,20.15900993347168,20.393707964870803,19.58974415125429,19.88436439528346,257200
2008-01-08,19.57476043701172,20.8930602992679,19.57476043701172,20.308812643786105,446500
2008-01-09,20.42367172241211,20.533528803889304,19.115356954400383,19.544803641236832,659400
2008-01-10,21.027896881103516,21.667072420141068,19.839428196423874,20.104086460889107,516700
2008-01-11,21.222991943359375,21.699343012428518,20.599680823267462,21.13177549328492,441300
2008-01-14,21.410493850708008,21.56758929441353,20.782114009011416,21.56758929441353,356400
2008-01-15,20.959482192993164,21.29394193296111,20.58448094121059,21.283806555007452,254800
2008-01-16,21.506778717041016,22.125023230170413,21.01015680423035,21.01015680423035,266500
2008-01-17,21.45609474182129,21.988189286649344,21.136837241674517,21.40541980731379,288700
2008-01-18,20.984817504882812,22.07434635834906,20.807453241818763,21.81589908002661,373100
2008-01-22,21.582786560058594,22.165558041342045,20.27028549681483,20.46285375030959,309500
2008-01-23,23.3868408203125,23.52873218899698,21.07096103964124,21.309135560915202,617300
2008-01-24,22.809131622314453,23.447646522145696,22.52028028819421,23.447646522145696,284500
2008-01-25,22.8040771484375,23.503402722264745,22.565900612953637,23.23988870990773,389100
2008-01-28,23.56421661376953,23.771987048522895,22.489891580395497,22.804080593970514,273200
2008-01-29,23.56421661376953,23.706108052198406,23.108134228639777,23.559149890879585,266200
2008-01-30,23.082794189453125,24.390228926492448,22.92063201118671,23.41218720143996,316500
2008-01-31,23.214550018310547,23.488197460597494,22.317589465431276,22.57603480901491,387200
2008-02-01,24.10137939453125,24.162189733067475,22.976377499419105,23.057458595176012,270800
2008-02-04,24.46623992919922,24.760160068319934,23.766916301249207,24.4257003535665,442600
2008-02-05,23.863210678100586,24.922333927131334,23.83280453226964,23.83280453226964,514200
2008-02-06,23.36150550842285,24.4459675106164,23.361505508422855,23.86826269457628,253300
2008-02-07,24.309146881103516,24.46117367560725,23.062522526671497,23.189211844278873,479400
2008-02-08,23.5338077545166,24.750026018745764,23.315901966066164,23.315901966066164,628900
2008-02-11,22.859819412231445,23.619955272448625,22.72806144724354,23.462859832078575,505500
2008-02-12,23.7415714263916,23.777044271826437,22.869950453117653,22.91049001941814,400500
2008-02-13,24.23819923400879,24.253401332305646,23.513536240602004,24.015224815652598,298600
2008-02-14,24.005096435546875,24.354760263290196,23.83786750616501,24.243273021618297,371700
2008-02-15,24.491580963134766,24.49664768550283,23.48313309683184,23.91894467926047,307500
2008-02-19,24.375028610229492,24.577732330535838,23.97469175896968,24.445976265524877,280100
2008-02-20,24.663877487182617,24.861514463009105,24.121647317112338,24.32435101549173,320300
2008-02-21,24.400362014770508,25.211172830023592,24.167252213900465,24.85644237342832,299200
2008-02-22,24.98313331604004,24.993268693533434,23.96961876420778,24.309147144296897,413300
2008-02-25,25.59124183654785,25.641916789706638,24.643606293974603,25.00847020959407,505900
2008-02-26,25.733131408691406,26.113199329535608,25.17569923137007,25.429077845266207,680900
2008-02-27,25.75340461730957,26.153743329387382,25.29225557337361,25.73313386231499,300200
2008-02-28,24.972999572753906,25.788879149669288,24.912189236939774,25.418946546017576,400800
2008-02-29,24.57266616821289,25.013544546845733,24.375029166497217,24.891921925261162,333800
2008-03-03,24.972999572753906,24.97299957275391,24.31928411321909,24.53718797764688,477400
2008-03-04,24.805768966674805,25.054078948562154,24.217930605739202,24.739889979732503,434300
2008-03-05,24.390226364135742,25.013537533825318,24.11151027034169,24.71961740839219,441800
2008-03-06,23.331104278564453,24.3040772716907,23.326035623508826,24.106442253282275,357200
2008-03-07,24.045625686645508,24.314206341154275,23.057448917827887,23.336164946693113,322700
2008-03-10,23.493267059326172,24.369956893734738,23.467929582761002,24.369956893734738,369500
2008-03-11,25.10474395751953,25.10474395751953,23.929067791921593,24.2888648225303,482000
2008-03-12,25.2415828704834,25.94090658204361,24.81590664325616,24.81590664325616,471500
2008-03-13,25.39867401123047,25.53549870707578,24.197659814089068,24.643606756126502,344900
2008-03-14,25.165559768676758,25.799006200563632,24.040558287045634,25.256776209518474,432500
2008-03-17,25.22637367248535,25.560833358762512,24.15711563409348,24.491577253496015,410600
2008-03-18,26.092931747436523,26.300702143362873,24.775361732796423,25.494958035624,714700
