Price,Close,High,Low,Open,Volume
Ticker,AXP,AXP,AXP,AXP,AXP
Date,,,,,
2008-01-02,39.027828216552734,40.00658157822437,38.83666526829405,39.83071201585619,8053700
2008-01-03,38.546104431152344,39.37957516788717,38.38552822276053,39.15018016776805,7753200
2008-01-04,37.574989318847656,38.224945104766405,37.246188808575674,38.224945104766405,8501400
2008-01-07,37.743228912353516,38.30906984471867,37.15444643300532,37.873218371953286,14031100
2008-01-08,36.665042877197266,38.003183106898526,36.519757214004606,38.003183106898526,11721000
2008-01-09,37.529109954833984,37.53675518902682,36.190969368632864,36.657404494185805,10971500
2008-01-10,37.40676498413086,38.026133997655364,35.609834405128574,36.59623593584403,18732300
2008-01-11,33.644676208496094,34.30992239860974,32.80356047004964,34.11875946560692,57219900
2008-01-14,34.02700424194336,34.30992458407274,33.22412045557265,33.721142362890205,18554900
2008-01-15,32.70417022705078,33.965844424927326,32.513007204622554,33.5376411215145,16955000
2008-01-16,33.82819747924805,34.27169401384381,32.32183247472903,32.58181420773868,17365200
2008-01-17,32.62769317626953,34.60049635766574,32.42888497787818,33.874076513735,16980000
2008-01-18,33.34646987915039,34.18758580373223,32.505351037653035,32.880031752696354,18525300
2008-01-22,33.14002227783203,34.56227565685403,31.465435221486032,31.465435221486032,19895200
2008-01-23,35.33456039428711,35.632774141534256,31.83245652670502,32.36771339154323,19736300
2008-01-24,36.02275085449219,37.207960695670074,35.47984871491429,35.47984871491429,15543400
2008-01-25,34.74578094482422,36.87916042494136,34.432273785578424,36.44330907957319,12691400
2008-01-28,36.24448776245117,36.275071610233915,34.432261332488515,35.25043832819408,9410200
2008-01-29,36.55036163330078,36.84857541898982,35.45690914116389,36.450956065765894,12616600
2008-01-30,36.1986198425293,37.544405857724044,35.93863808861588,36.46624683174218,12645500
2008-01-31,37.56734085083008,38.30905105607354,35.411023174634224,35.70158873602593,16150600
2008-02-01,37.92672348022461,38.263172097950786,37.27677069638685,37.376176234980015,10495100
2008-02-04,36.443302154541016,37.46793561245621,36.36683814658769,37.169721897757334,9420500
2008-02-05,34.9445915222168,35.999811934042626,34.9063595115749,35.80100081164007,11305200
2008-02-06,35.07457733154297,36.11450424868889,34.92164638780119,35.25809504741613,9446800
