Price,Close,High,Low,Open,Volume
Ticker,ROK,ROK,ROK,ROK,ROK
Date,,,,,
2008-01-02,45.68836975097656,47.77134343478351,45.64726011347444,47.312268390765034,1861100
2008-01-03,45.77058410644531,45.95558266176504,45.33891209807881,45.750024064678875,1479700
2008-01-04,43.913734436035156,45.45540877098381,43.83151515048532,45.133374523290115,1484400
2008-01-07,43.30391311645508,44.25632208612774,42.13224142516857,44.05076867554975,2153300
2008-01-08,41.7553825378418,42.94761157194329,41.56353061130523,42.36520244422217,3050800
2008-01-09,41.57723617553711,41.57723617553711,40.44667416521339,41.39908571130127,2891200
2008-01-10,41.8992805480957,42.1253914086461,41.03594151817306,41.227793474250596,2253700
2008-01-11,40.54944610595703,41.58407934764935,40.19999858939134,41.58407934764935,1463700
2008-01-14,41.995208740234375,42.14594845061975,40.91946287759165,41.07020258797703,1603300
2008-01-15,39.638153076171875,41.4881625207711,39.638153076171875,41.4881625207711,1781100
2008-01-16,39.74778366088867,40.432972159612255,38.459631165214766,39.32982087224811,2290600
2008-01-17,37.993690490722656,40.49462613404852,37.93202344122773,39.78888304499552,1901400
2008-01-18,37.72648620605469,38.88445402822253,37.00018533081967,38.22667358298354,2483700
2008-01-22,38.384254455566406,39.13110991561025,36.452023377982556,36.65757937508558,4256900
2008-01-23,38.76795959472656,38.918699260173135,34.25941882300209,37.44554581905578,3188000
2008-01-24,38.49388885498047,38.905000895751456,36.9316599635068,38.905000895751456,2555100
2008-01-25,38.89814376831055,40.22055752096613,38.75425483906686,38.891290420944934,1834200
2008-01-28,39.17908477783203,39.343528579877166,38.43222909126035,39.02149171179415,1160900
2008-01-29,39.391483306884766,39.56963114552589,38.644627826599574,39.49426000132859,1094300
2008-01-30,39.734092712402344,40.734467558123384,39.13797667873837,39.3298312865579,1448800
2008-01-31,38.98721694946289,39.61073822404314,38.548694223504285,39.185919578313175,2327800
2008-02-01,39.740943908691406,39.93279590494208,38.7542731388184,39.00779222154785,2398800
2008-02-04,39.871124267578125,40.31649790951077,39.61760521378531,39.788902366253694,1130600
2008-02-05,38.117042541503906,39.90538520531778,38.117042541503906,39.46686230583277,1295600
2008-02-06,37.52778244018555,38.42538050705284,37.39074418828247,38.36371342438582,1309400
2008-02-07,37.39072799682617,37.67165511537224,36.89739154912144,37.246839070841,1830500
2008-02-08,37.08924865722656,37.57573179173219,36.972765270581014,37.054989760137744,936500
2008-02-11,37.356475830078125,37.66481116542515,36.822029658001014,37.66481116542515,901000
2008-02-12,38.0827751159668,38.66518425005182,37.68536456232837,37.79499460923095,1440400
2008-02-13,40.371307373046875,40.53575377210561,38.23351986800438,38.23351986800438,2322800
2008-02-14,40.21981430053711,41.383509406032125,40.13718573061284,40.66050350908635,2283000
2008-02-15,40.157840728759766,40.268013026815716,39.414178373560766,39.98569634887766,1565700
2008-02-19,40.48147201538086,41.47302267368185,40.329984124233526,40.70181660611441,1421900
2008-02-20,40.405738830566406,40.50902653416778,39.3315566946307,40.04767811858784,1615700
2008-02-21,39.55878829956055,40.77068386238928,39.42795685907016,40.63296780084354,1134000
2008-02-22,39.710269927978516,39.87552971188148,38.76691932777888,39.641413216936115,809800
2008-02-25,40.29555892944336,40.41261585324803,39.407293250973574,39.985698503614955,1124800
2008-02-26,40.44016647338867,40.90839950178309,40.00636180334657,40.178506221823476,1256900
2008-02-27,40.24735641479492,40.84641811941441,39.94438062606087,40.254241034213976,914100
2008-02-28,39.27647399902344,40.19916825405594,39.186958159442106,39.94439260499489,1411000
2008-02-29,37.672088623046875,39.06990326215673,37.548144416096925,38.91152806583069,1569100
2008-03-03,37.56878662109375,37.899303481918594,37.16941043923382,37.44484246994512,1422600
2008-03-04,36.96284484863281,37.36221848069792,36.432639794760064,37.19696133181409,2271000
2008-03-05,37.34157180786133,37.93374910488004,37.004170174630666,37.21074297838434,1454600
