Price,Close,High,Low,Open,Volume
Ticker,AEP,AEP,AEP,AEP,AEP
Date,,,,,
2008-01-02,23.271560668945312,23.52790075210192,23.15093162058327,23.276587997756153,2730700
2008-01-03,23.34193229675293,23.653561550897553,23.261512277023726,23.301723245570585,2001700
2008-01-04,23.26654815673828,23.578175608034883,23.09565531234365,23.29670447686572,3546800
2008-01-07,23.945085525512695,23.980269167427057,23.246436182692293,23.362039851463003,3153400
2008-01-08,23.930009841918945,24.256715395928527,23.86969529488662,24.005402546368135,3460400
2008-01-09,24.221521377563477,24.322046857810783,23.924972265384152,24.045603225153734,3169400
2008-01-10,24.24163818359375,24.397452846647123,23.98529991068912,24.136087242830957,3346200
2008-01-11,24.105926513671875,24.352213933984206,23.88477191058521,24.00540099686348,2569700
2008-01-14,24.226564407348633,24.397457259315395,24.0757770479345,24.206458914796002,1472500
2008-01-15,24.100906372070312,24.452744799172507,23.975249927917044,23.975249927917044,2686100
2008-01-16,24.387399673461914,24.683948918985717,24.040588623896078,24.040588623896078,3991800
2008-01-17,23.201202392578125,24.422583005246622,23.191149648426194,24.422583005246622,3932600
2008-01-18,22.52766990661621,23.422342490445132,22.35175178643537,23.40223893196997,4487800
2008-01-22,21.436988830566406,22.24118925709735,20.858968455808814,21.487250638212693,6177600
2008-01-23,22.256256103515625,22.306519802978954,20.96450874645138,21.12032333874157,6359500
2008-01-24,21.42190933227539,22.437213596513544,21.341489287452816,22.437213596513544,5939600
2008-01-25,20.773523330688477,21.69835287726817,20.72325960487539,21.617932833332326,4164000
2008-01-28,21.22587776184082,21.251008657070194,20.446808505543796,20.959486821153526,3337800
2008-01-29,21.47718620300293,21.999917154403853,21.00471894925441,21.70839346011195,3629800
2008-01-30,21.145458221435547,21.783792944888127,21.120327325641945,21.61792558139436,3512400
2008-01-31,21.47718620300293,21.653106268740324,20.808695321820064,20.86398251319169,3967900
2008-02-01,22.095413208007812,22.120544095768185,21.447025950025527,21.522420530670473,3354500
2008-02-04,22.56789779663086,22.658370588446424,21.98485198124452,22.030088377152303,6210600
2008-02-05,21.81898307800293,22.50255438432956,21.76872127145274,22.22108328249947,3719700
2008-02-06,22.1488037109375,22.397437528211842,21.945835670363326,22.006725308276902,3632800
2008-02-07,22.164026260375977,22.189396782250206,21.84435226494983,21.935687692214444,2943500
2008-02-08,21.900165557861328,22.108206905608498,21.788532954215274,22.006722896443577,2836500
2008-02-11,22.03716468811035,22.143722007390977,21.697193609336665,21.88493966976001,3886900
2008-02-12,22.270586013793945,22.438034960374388,22.0676198812792,22.21476969826713,3772800
2008-02-13,22.25535774230957,22.60547552765877,22.123427954916725,22.478621005129096,2681500
2008-02-14,21.83927345275879,22.514138456313603,21.722567532915363,22.316245725464043,3625600
2008-02-15,21.869720458984375,21.93568535735338,21.590640876779958,21.793608901463102,11887400
2008-02-19,21.646455764770508,22.077760369458662,21.539898429821164,22.077760369458662,3461700
2008-02-20,21.438417434692383,21.555123380165767,21.240524660383308,21.49930707240748,3459300
2008-02-21,21.04769515991211,21.56526167232541,21.00710273271176,21.44348051943285,2486500
2008-02-22,21.463787078857422,21.463787078857422,20.95636893545348,21.16441029682323,2082400
2008-02-25,21.742868423461914,21.813908595208716,21.30649041089785,21.433344956975567,3245500
2008-02-26,21.75809669494629,21.75809669494629,21.311568060273636,21.68198317761502,2521900
2008-02-27,21.463787078857422,21.76823912628775,21.367378328443447,21.666755110477638,1761100
2008-02-28,21.32677459716797,21.443480486703756,21.042621800261962,21.443480486703756,1646400
2008-02-29,20.7635498046875,21.260821295913868,20.677289648149163,21.139040088019392,3364500
2008-03-03,20.905628204345703,21.05785326248737,20.641770533598386,20.8345899729227,3574700
2008-03-04,21.42319107055664,21.463783508740896,20.809213748070597,20.865030044264447,3514600
2008-03-05,21.255748748779297,21.56527417010071,20.986817713829748,21.423197689092934,2511200
2008-03-06,20.905628204345703,21.220226915924698,20.865033823163053,21.194856395508857,2515600
