Price,Close,High,Low,Open,Volume
Ticker,BR,BR,BR,BR,BR
Date,,,,,
2008-01-02,15.702373504638672,16.005835320323108,15.497712709479233,15.744716606854679,894500
2008-01-03,15.977607727050781,16.027008243617313,15.561230021614112,15.794119132615712,485300
2008-01-04,16.048185348510742,16.203444354350406,15.730609925739131,15.801181344534914,654200
2008-01-07,16.104633331298828,16.513953499063152,15.617683035593144,16.14697642560198,843900
2008-01-08,16.302248001098633,16.577480324273225,15.942328084451436,16.132874160217064,1343700
2008-01-09,16.2669620513916,16.485737788576717,16.048187660270212,16.478680376467803,1611300
2008-01-10,16.471616744995117,16.669220171242266,16.104639530277513,16.13992657749837,891500
2008-01-11,16.598651885986328,16.937399554011296,16.281075105923186,16.365762695961216,837700
2008-01-14,16.450437545776367,16.676269168040648,16.295178641985334,16.676269168040648,604600
2008-01-15,16.139930725097656,16.281074912062316,15.808239126300407,16.24578920183704,819300
2008-01-16,15.991721153259277,16.337526085194327,15.892920128724409,16.01289337825804,876700
2008-01-17,15.709436416625977,16.274015797521304,15.709436416625977,16.090527162214467,752800
2008-01-18,15.772941589355469,15.892914798653196,15.455365051196024,15.737654559525222,1284000
2008-01-22,15.370686531066895,15.589460840781225,14.530873647497193,15.21542621457144,1480800
2008-01-23,15.22954273223877,15.349516014701964,14.601448024906187,15.024883218662364,1065900
2008-01-24,15.80117416381836,15.977605322757155,15.144850037195976,15.208365362098975,1084900
2008-01-25,15.829408645629883,16.146984021389873,15.794121595392106,15.991725038533653,639800
2008-01-28,15.504780769348145,15.758842249310941,15.31423600543992,15.744727423521036,1002400
2008-01-29,15.384799003601074,15.667089980305278,15.010765747775336,15.610632054177064,1458100
2008-01-30,14.911969184875488,15.391862417210065,14.911969184875488,15.236603396304504,872500
2008-01-31,15.285998344421387,15.518887463671893,14.544987877550636,14.749647360012878,947500
2008-02-01,15.892929077148438,15.914099968004344,15.391863571893055,15.674153333836486,708400
2008-02-04,15.434194564819336,15.808227667923298,15.405964940250124,15.758827170989763,648800
2008-02-05,15.497714042663574,15.582401600443747,15.250711470102786,15.32834027316629,766500
2008-02-06,16.231672286987305,16.231672286987305,15.23660031099185,15.561233110621169,1304200
