Date,Daily_Return,Net_Return,Portfolio_Value
2022-03-29,0.001139406603103078,0.001139406603103078,10369.422635093008
2022-03-30,-0.001034900542177531,-0.001034900542177531,10358.69131398588
2022-03-31,0.0022412356443078985,0.0022412356443078985,10381.90758218717
2022-04-01,0.0017139287025128044,0.0017139287025128044,10399.701431579115
2022-04-02,0.0010187377132326123,0.0010187377132326123,10410.295999633825
2022-04-03,0.0019281809081117202,0.0019281809081117202,10430.368933628111
2022-04-04,-0.0009552809985852717,-0.0009552809985852717,10420.405000377583
2022-04-05,0.0001576184935746784,0.0001576184935746784,10422.04744891618
2022-04-06,0.0008806719123474792,0.0008806719123474792,10431.225853373595
2022-04-07,0.0031485589336863263,0.0031485589336863263,10464.069182723535
2022-04-08,-3.6521941458061356e-05,-3.6521941458061356e-05,10463.68701460143
2022-04-09,-0.010166140276866272,-0.010166140276866272,10357.311704597769
2022-04-10,-0.003215068299882761,-0.003215068299882761,10324.012240064312
2022-04-11,-0.0020508071580050717,-0.0020508071580050717,10302.839681863055
2022-04-12,0.00048167262559773794,0.00048167262559773794,10307.802277703731
2022-04-13,0.005862053864521813,0.005862053864521813,10368.22716988047
2022-04-14,-0.00314927521698807,-0.00314927521698807,10335.574769010263
2022-04-15,-0.0024232553361335095,-0.0024232553361335095,10310.529032299253
2022-04-16,-0.006134853053480622,-0.006134853053480622,10247.275451782452
2022-04-17,0.004532735515182574,0.004532735515182574,10293.723641156605
2022-04-18,0.0034049555381489016,0.0034049555381489016,10328.773312476735
2022-04-19,-0.001066431028298836,-0.001066431028298836,10317.758388132044
2022-04-20,-0.0007929642907890533,-0.0007929642907890533,10309.576774169267
2022-04-21,-0.0019844684443432042,-0.0019844684443432042,10289.117744386394
2022-04-22,-0.004969087795815719,-0.004969087795815719,10237.990214973053
2022-04-23,0.0021668999717415257,0.0021668999717415257,10260.174915680567
2022-04-24,0.00274091103602154,0.00274091103602154,10288.297142338466
2022-04-25,0.0011050303741496287,0.0011050303741496287,10299.666023179027
2022-04-26,-0.005857624492326151,-0.005857624492326151,10239.334447218873
2022-04-27,0.00427813839616247,0.00427813839616247,10283.13973706867
2022-04-28,-0.0027024267860146487,-0.0027024267860146487,10255.350304798883
2022-04-29,-0.0020805991687741876,-0.0020805991687741876,10234.01303147923
2022-04-30,0.003863358441322602,0.003863358441322602,10273.550692113
2022-05-01,0.0006474589681813253,0.0006474589681813253,10280.202394643673
2022-05-02,-0.004229365115700218,-0.004229365115700218,10236.723665253428
2022-05-03,-0.002098667039263956,-0.002098667039263956,10215.240190707107
2022-05-04,0.0033472862694389873,0.0033472862694389873,10249.433523936483
2022-05-05,-0.00453968310033138,-0.00453968310033138,10202.9043437799
2022-05-06,-0.0022368502916482636,-0.0022368502916482636,10180.081974222856
2022-05-07,0.0007192712077875674,0.0007192712077875674,10187.40421407983
2022-05-08,-0.0005054209504855756,-0.0005054209504855756,10182.25528655897
2022-05-09,-0.004247482843697466,-0.004247482843697466,10139.006331919163
2022-05-10,0.003117191232338757,0.003117191232338757,10170.611553561648
2022-05-11,-0.00508348199074563,-0.00508348199074563,10118.909432894248
2022-05-12,-0.0028846130391660795,-0.0028846130391660795,10089.72029480198
2022-05-13,-0.0005732159834256177,-0.0005732159834256177,10083.936705860706
2022-05-14,8.926851166646113e-05,8.926851166646113e-05,10084.836883882177
2022-05-15,0.014235392500200277,0.014235392500200277,10228.398495224737
2022-05-16,0.004613020747972818,0.004613020747972818,10275.582309701744
2022-05-17,-0.004264941453896302,-0.004264941453896302,10231.757552746172
2022-05-18,0.0044095652805565015,0.0044095652805565015,10276.875155609832
2022-05-19,0.005779673410525123,0.005779673410525123,10336.272137689997
2022-05-20,0.005158701040350901,0.005158701040350901,10389.593875520048
2022-05-21,0.00015023828446672992,0.00015023828446672992,10391.154790280212
2022-05-22,0.00048314850423537186,0.00048314850423537186,10396.175261174414
2022-05-23,0.004981166875320074,0.004981166875320074,10447.960345015399
2022-05-24,-0.004736948055590872,-0.004736948055590872,10398.468899574187
2022-05-25,0.0024066765937207106,0.0024066765937207106,10423.494651285326
2022-05-26,-0.0008676343993757368,-0.0008676343993757368,10414.450868764161
2022-05-27,-0.00029073527648703983,-0.00029073527648703983,10411.42302051137
2022-05-28,0.001004878332911583,0.001004878332911583,10421.885233919458
2022-05-29,0.00045045852853247407,0.00045045852853247407,10426.579861006465
2022-05-30,-0.002899207362003636,-0.002899207362003636,10396.351043912915
2022-05-31,0.0014140877030666104,0.0014140877030666104,10411.052396080877
2022-06-01,-0.009817463042113159,-0.009817463042113159,10308.842273952849
2022-06-02,-0.0002885658833960806,-0.0002885658833960806,10305.867493775275
2022-06-03,-0.0017159254346685124,-0.0017159254346685124,10288.183393616382
2022-06-04,0.007151205938661218,0.007151205938661218,10361.756311798847
2022-06-05,0.0033928901421744683,0.0033928901421744683,10396.912612644763
2022-06-06,-0.005335374814900781,-0.005335374814900781,10341.441186938533
2022-06-07,0.0011089773580700635,0.0011089773580700635,10352.909611064662
2022-06-08,-0.003401850023586833,-0.003401850023586833,10317.690565260069
2022-06-09,0.0009144935820938474,0.0009144935820938474,10327.12602706403
2022-06-10,0.0014874996872570392,0.0014874996872570392,10342.487623799554
2022-06-11,-0.006684896654144652,-0.006684896654144652,10273.349162887684
2022-06-12,-0.004283379856962149,-0.004283379856962149,10229.344506019832
2022-06-13,0.0017791939491964067,0.0017791939491964067,10247.544493869189
2022-06-14,0.0007995929544309784,0.0007995929544309784,10255.738358246705
2022-06-15,-0.001774955064887593,-0.001774955064887593,10237.534883503573
2022-06-16,-0.0002971180001667145,-0.0002971180001667145,10234.49312761235
2022-06-17,-0.00038274703421397585,-0.00038274703421397585,10230.575905721073
2022-06-18,0.002942779012816288,0.002942779012816288,10260.682229785452
2022-06-19,-0.0017840012295758053,-0.0017840012295758053,10242.377160071228
2022-06-20,-0.0026592170339765726,-0.0026592170339765726,10215.140456258754
2022-06-21,0.0035888102874370624,0.0035888102874370624,10251.80065741579
2022-06-22,-0.004123253598857988,-0.004123253598857988,10209.529883460325
2022-06-23,-0.005491771944484563,-0.005491771944484563,10153.461473679961
2022-06-24,0.0032381338147917695,0.0032381338147917695,10186.33974061507
2022-06-25,0.00645150528285267,0.00645150528285267,10252.05696526458
2022-06-26,-0.021897823106852135,-0.021897823106852135,10027.559235357845
2022-06-27,-0.008098689890846332,-0.008098689890846332,9946.34914274859
2022-06-28,-0.00867898750857504,-0.00867898750857504,9860.024902782749
2022-06-29,-0.005488447063949225,-0.005488447063949225,9805.908678054604
2022-06-30,0.0024925307630859926,0.0024925307630859926,9830.350207094669
2022-07-01,0.0027399322744500344,0.0027399322744500344,9857.284700896234
2022-07-02,-0.006831289156602641,-0.006831289156602641,9789.946738805456
2022-07-03,-0.010496684355875474,-0.010496684355875474,9687.184758027382
2022-07-04,-0.006081031961699458,-0.006081031961699458,9628.27667789493
2022-07-05,0.015214833492795322,0.015214833492795322,9774.769304371666
2022-07-06,-0.00012301034130407368,-0.00012301034130407368,9773.566906663367
2022-07-07,0.004517274287818192,0.004517274287818192,9817.716789151107
2022-07-08,-0.0007876534060611279,-0.0007876534060611279,9809.983831082389
2022-07-09,0.0029622238623269663,0.0029622238623269663,9839.043199275864
2022-07-10,-0.0008684391427876004,-0.0008684391427876004,9830.498589034036
2022-07-11,-0.005848329849790335,-0.005848329849790335,9773.006590697467
2022-07-12,0.007624866449497647,0.007624866449497647,9847.524460761595
2022-07-13,-0.006304841865678757,-0.006304841865678757,9785.43737626809
2022-07-14,0.016432221637158875,0.016432221637158875,9946.233852051466
2022-07-15,0.013637963659729026,0.013637963659729026,10081.88022787691
2022-07-16,-0.0034723785507644327,-0.0034723785507644327,10046.872123222254
2022-07-17,0.0029483709066479525,0.0029483709066479525,10076.494028693176
2022-07-18,0.0011815638927841587,0.0011815638927841587,10088.400050203334
2022-07-19,0.004252718362073821,0.004252718362073821,10131.30317434078
2022-07-20,-0.006627148015934024,-0.006627148015934024,10064.16152861012
2022-07-21,-0.006703092069316205,-0.006703092069316205,9996.700527283378
2022-07-22,-0.00021726894853017377,-0.00021726894853017377,9994.528554671044
2022-07-23,0.00985575766042416,0.00985575766042416,10093.03220603607
2022-07-24,-0.004115644148923112,-0.004115644148923112,10051.492877092405
2022-07-25,-0.0026335781991163416,-0.0026335781991163416,10025.021484582721
2022-07-26,-0.003744100489297886,-0.003744100489297886,9987.486796737074
2022-07-27,0.0015346077070547937,0.0015346077070547937,10002.813670949456
2022-07-28,0.006087316624984193,0.006087316624984193,10063.703964905246
2022-07-29,-0.002318376740452561,-0.002318376740452561,10040.37250771021
2022-07-30,-0.005269803778480308,-0.005269803778480308,9987.46171473173
2022-07-31,0.006952433874074937,0.006952433874074937,10056.898881873258
2022-08-01,0.0030554194928747664,0.0030554194928747664,10087.626926754803
2022-08-02,-0.0049488780493162805,-0.0049488780493162805,10037.704491287293
2022-08-03,-0.0020611522951515006,-0.0020611522951515006,10017.015253637024
2022-08-04,0.005732247230392968,0.005732247230392968,10074.435261581488
2022-08-05,0.006696674531178837,0.006696674531178837,10141.90047561373
2022-08-06,0.004922817208318944,0.004922817208318944,10191.827197800138
2022-08-07,-0.00011591722004922103,-0.00011591722004922103,10190.645789524147
2022-08-08,-0.002425957941075377,-0.002425957941075377,10165.923711446365
2022-08-09,-0.0002735527550595197,-0.0002735527550595197,10163.142795007374
2022-08-10,-0.0025135123087975924,-0.0025135123087975924,10137.597610496055
2022-08-11,0.009685887186823658,0.009685887186823658,10235.789237296734
2022-08-12,0.003843570714004788,0.003843570714004788,10275.131217043934
2022-08-13,0.0005780627883273628,0.0005780627883273628,10281.070888045688
2022-08-14,-0.0016686054182356647,-0.0016686054182356647,10263.91583745663
2022-08-15,-0.0011058001989074885,-0.0011058001989074885,10252.565997282001
2022-08-16,0.0006823869663346678,0.0006823869663346678,10259.562214690031
2022-08-17,0.002213854924629686,0.002213854924629686,10282.275397023568
2022-08-18,0.003485284041339074,0.003485284041339074,10318.112047373468
2022-08-19,0.00286061263223037,0.00286061263223037,10347.628169036952
2022-08-20,0.0006257110321626653,0.0006257110321626653,10354.102794139035
2022-08-21,-0.005674306547908666,-0.005674306547908666,10295.350440856531
2022-08-22,0.0010916263191967717,0.0010916263191967717,10306.589116363124
2022-08-23,0.0024398041065977973,0.0024398041065977973,10331.735174814243
2022-08-24,-0.0028354127254258802,-0.0028354127254258802,10302.440441423845
2022-08-25,-0.0011396452870446707,-0.0011396452870446707,10290.699313729718
2022-08-26,0.0012139398420287705,0.0012139398420287705,10303.191603628993
2022-08-27,0.0010874727607491446,0.0010874727607491446,10314.396043846718
2022-08-28,0.002494593654558697,0.002494593654558697,10340.126270768304
2022-08-29,0.002726538669697158,0.002726538669697158,10368.319024895103
2022-08-30,-0.0023610005900797913,-0.0023610005900797913,10343.83941755919
2022-08-31,0.00022161159487756737,0.00022161159487756737,10346.131732309674
2022-09-01,-0.00652337879395041,-0.00652337879395041,10278.639995967707
2022-09-02,0.004231043372083055,0.004231043372083055,10322.129367596675
2022-09-03,-0.00953303258508235,-0.00953303258508235,10223.728171987941
2022-09-04,-0.005187057692344541,-0.005187057692344541,10170.697104128993
2022-09-05,0.0006780001935766636,0.0006780001935766636,10177.592838734401
2022-09-06,0.000625591180683924,0.000625591180683924,10183.959851054904
2022-09-07,0.003702896802915969,0.003702896802915969,10221.6700034284
2022-09-08,0.0030209902067153418,0.0030209902067153418,10252.549568405033
2022-09-09,0.0,0.0,10252.549568405033
