Date,Daily_Return,Net_Return,Portfolio_Value
2022-01-01,0.0011061819981775247,0.0011061819981775247,10011.061819981775
2022-01-02,0.004848458201041298,0.004848458201041298,10059.600034763997
2022-01-03,0.0036313305694508522,0.0036313305694508522,10096.129767886683
2022-01-04,0.0038798734029262066,0.0038798734029262066,10135.301473245598
2022-01-05,0.0013451391927543738,0.0013451391927543738,10148.93486448764
2022-01-06,-0.005267366748199235,-0.005267366748199235,10095.4767024528
2022-01-07,0.00013860418254059843,0.00013860418254059843,10096.875977748501
2022-01-08,0.006746550677047911,0.006746550677047911,10164.995063212249
2022-01-09,-0.0004979022138506052,-0.0004979022138506052,10159.933889666496
2022-01-10,-0.0006534955798137956,-0.0006534955798137956,10153.2944177784
2022-01-11,0.0009497581281318224,0.0009497581281318224,10162.937591679001
2022-01-12,-0.004851515196088497,-0.004851515196088497,10113.631945516072
2022-01-13,-0.000696271032242986,-0.000696271032242986,10106.590116561641
2022-01-14,-0.0014751607776492548,-0.0014751607776492548,10091.68127122591
2022-01-15,0.00021368896364173064,0.00021368896364173064,10093.83775213816
2022-01-16,-0.0022967247671519227,-0.0022967247671519227,10070.654984977213
2022-01-17,-5.622418986682975e-05,-5.622418986682975e-05,10070.088770559254
2022-01-18,-0.0017990240835701393,-0.0017990240835701393,10051.972438337329
2022-01-19,-0.005326033100701784,-0.005326033100701784,9998.435300403402
2022-01-20,-0.004120317314801489,-0.004120317314801489,9957.238574314228
2022-01-21,-0.0001152958261715263,-0.0001152958261715263,9956.090546266416
2022-01-22,0.0014918254890116328,0.0014918254890116328,9970.943295914245
2022-01-23,-0.003573298140528439,-0.003573298140528439,9935.31414277564
2022-01-24,-5.724616971018375e-05,-5.724616971018375e-05,9934.745384096099
2022-01-25,-0.005578056122113836,-0.005578056122113836,9879.3288167847
2022-01-26,-0.0003742435599919586,-0.0003742435599919586,9875.631541597975
2022-01-27,0.0012153357325255239,0.0012153357325255239,9887.633749491735
2022-01-28,-0.0027356171767060886,-0.0027356171767060886,9860.584968769646
2022-01-29,0.0025530477075090684,0.0025530477075090684,9885.759512618863
2022-01-30,0.0023503800670121463,0.0023503800670121463,9908.994804724598
2022-01-31,-0.0006171949086906024,-0.0006171949086906024,9902.879023580881
2022-02-01,-0.00023154769735206617,-0.00023154769735206617,9900.586034745815
2022-02-02,0.002746180620315131,0.002746180620315131,9927.774832244195
2022-02-03,-0.0025083569261136517,-0.0025083569261136517,9902.872429482839
2022-02-04,0.0010421616292500286,0.0010421616292500286,9913.192823148203
2022-02-05,0.0029138893928114073,0.0029138893928114073,9942.078770564469
2022-02-06,-0.002536917546370615,-0.002536917546370615,9916.856536484025
2022-02-07,0.0006912483369651045,0.0006912483369651045,9923.711547072793
2022-02-08,-0.0034122919350871757,-0.0034122919350871757,9889.848946194585
2022-02-09,-0.0005575084308275745,-0.0005575084308275745,9884.33527202747
2022-02-10,0.008649274593740623,0.008649274593740623,9969.82760197183
2022-02-11,0.0006206392300561633,0.0006206392300561633,9976.01526809851
2022-02-12,-0.003266367367052964,-0.003266367367052964,9943.42993737357
2022-02-13,0.00746415070957813,0.00746415070957813,10017.649196996257
2022-02-14,0.0017273308838850325,0.0017273308838850325,10034.952991838154
2022-02-15,0.006788665431847538,0.006788665431847538,10103.076930324061
2022-02-16,0.004512946988726723,0.004512946988726723,10148.67158093364
2022-02-17,-0.0008313256792308381,-0.0008313256792308381,10140.23472963833
2022-02-18,0.0006686893348082632,0.0006686893348082632,10147.015396454492
2022-02-19,0.0019762988131643293,0.0019762988131643293,10167.068930939666
2022-02-20,-0.0029526857322053775,-0.0029526857322053775,10137.04877156893
2022-02-21,0.0009808784340110419,0.0009808784340110419,10146.991984093482
2022-02-22,0.002447624623312662,0.002447624623312662,10171.828011526306
2022-02-23,0.001133640382613911,0.001133640382613911,10183.359206525176
2022-02-24,-0.002173475669443216,-0.002173475669443216,10161.225923056592
2022-02-25,-0.003997444292102718,-0.003997444292102718,10120.606988489704
2022-02-26,0.0038892935419225106,0.0038892935419225106,10159.968999890374
2022-02-27,-0.015199772066644164,-0.015199772066644164,10005.53978688787
2022-02-28,0.007451278218046082,0.007451278218046082,10080.0938475617
2022-03-01,0.007698482735826447,0.007698482735826447,10157.695276022665
2022-03-02,0.002467021716842728,0.002467021716842728,10182.754530861685
2022-03-03,-0.0030834540115666476,-0.0030834540115666476,10151.356475554701
2022-03-04,0.0015525825070125915,0.0015525825070125915,10167.117294041096
2022-03-05,-0.0001851780100149264,-0.0001851780100149264,10165.234567492997
2022-03-06,-0.0009820474428357418,-0.0009820474428357418,10155.251824880164
2022-03-07,-0.006244159025283246,-0.006244159025283246,10091.840817543814
2022-03-08,-0.009809865004654045,-0.009809865004654045,9992.841221475252
2022-03-09,-0.0025089400512452514,-0.0025089400512452514,9967.769781908957
2022-03-10,-0.0016448420909995196,-0.0016448420909995196,9951.37437461828
2022-03-11,0.005224152539383639,0.005224152539383639,10003.361872327801
2022-03-12,-0.0003480185138486876,-0.0003480185138486876,9999.880517195503
2022-03-13,0.0054634623006558644,0.0054634623006558644,10054.514487412265
2022-03-14,0.006163223459204086,0.006163223459204086,10116.482706971992
2022-03-15,0.0002604647373455071,0.0002604647373455071,10119.117693983124
2022-03-16,0.0005465678482408795,0.0005465678482408795,10124.64847836722
2022-03-17,0.0035746049817117253,0.0035746049817117253,10160.840097256072
2022-03-18,0.003708677256789082,0.003708677256789082,10198.523373834636
2022-03-19,0.0046890059162412465,0.0046890059162412465,10246.344310271472
2022-03-20,0.010351071872791296,0.010351071872791296,10352.404956660457
2022-03-21,0.002259587244162883,0.002259587244162883,10375.797118846936
2022-03-22,-0.0016080350751944816,-0.0016080350751944816,10359.112473146728
2022-03-23,-0.0006573391493605063,-0.0006573391493605063,10352.3030229655
2022-03-24,0.0013350195888642842,0.0013350195888642842,10366.123550291019
2022-03-25,0.0002837176580341358,0.0002837176580341358,10369.0646025876
2022-03-26,0.0027011177487140246,0.0027011177487140246,10397.07266702321
2022-03-27,-0.004524859403616952,-0.004524859403616952,10350.027374995743
2022-03-28,0.0007336906421664708,0.0007336906421664708,10357.621093226944
