Date,S1_return,S1_ma,S1_vol,S1_rvol,S2_return,S2_ma,S2_vol,S2_rvol,S3_return,S3_ma,S3_vol,S3_rvol,S4_return,S4_ma,S4_vol,S4_rvol,S5_return,S5_ma,S5_vol,S5_rvol,S6_return,S6_ma,S6_vol,S6_rvol,S7_return,S7_ma,S7_vol,S7_rvol,S8_return,S8_ma,S8_vol,S8_rvol,S9_return,S9_ma,S9_vol,S9_rvol,S10_return,S10_ma,S10_vol,S10_rvol,VIX,IR
2021-01-04,-0.0176981621957036,0.0006458571514938,0.0169891960692447,1.0082161506377998,0.0017022009988636,9.809900323823911e-05,0.0084183966030865,1.2609585494477762,-0.0122802884179313,-0.0001487163500074,0.0214890353364037,1.1321989783035178,-0.0305556470635811,0.0081870071694891,0.0250414829783765,0.784315012526223,-0.0287149668471037,0.0012745105679636,0.0237635352741081,1.1613663535439795,-0.0060934282390914,-0.0001491733108785,0.0233598585582412,1.4163862472567668,-0.0238896768438902,0.0032728278814181,0.0289003719640691,0.6444926817651215,-0.0005115172026929,0.0059518936976916,0.0202523636345458,0.5728954311380612,-0.0278954733127477,0.0012639965339726,0.0196913292485478,2.009707754195311,-0.0148571223510626,0.0037077660460182,0.015618867312001,1.0400101653457012,26.969999313354492,0.3540000021457672
2021-01-05,-0.0018532708216989,0.000318221761889,0.0168319908867577,1.0553797599714412,-0.0045880911332326,-8.726377290397507e-05,0.0083904854400436,1.0627487258528243,0.0096462365171106,-0.0003876509451693,0.0212910723890986,1.0498378611151589,0.0286534444823665,0.0085921413816293,0.0251645119821596,0.817873878228704,-0.0067803981156013,0.0008338108957099,0.0236493000188531,0.8379789848173002,-0.0067090135585244,-0.0008905867703155,0.0227995427953409,1.251680061931975,0.0164258231722802,0.003419135720765,0.0289439159378517,0.6810609083624258,0.0079612956945833,0.0057063810285635,0.0201304678660007,0.8333141937248532,0.0153955039090349,0.0014444138838959,0.019768990936265,1.19157650724319,0.005289765063968,0.0034893758564948,0.015496619587813,0.719542512211588,25.34000015258789,0.3770000040531158
2021-01-06,0.0189793159441711,0.0007452972433313,0.0169602752551799,1.133785534639128,0.0121203242806477,0.000158333485257,0.0085188405401622,1.4703882176739214,0.039915098280697,0.001017606106716,0.0209758405323816,1.175758395764637,0.0547818596252887,0.010056005505167,0.0251258282137438,1.2934935642537893,-0.0463986345922252,2.31384435343267e-05,0.0243796247012451,1.980610141775918,-0.018167056458495,-0.0005426555687157,0.0223546560942726,1.3970085597415478,0.0822560575222746,0.0048721598598286,0.0305491103705867,1.396403357124231,0.0075035364234397,0.0058191548928634,0.0201201526332716,0.7894940863856614,0.0060193789253157,0.0018079726670555,0.019636638101587,0.9793859649122808,0.0285200927280462,0.0039625637487075,0.0158004617458547,1.2179009944996946,25.06999969482422,0.4320000112056732
2021-01-07,0.0058386445777465,0.0006227107534309,0.0168939271809899,1.0769623072790488,-0.0022503629644349,8.257149554028472e-05,0.008518698775046,1.2302251709499374,0.02388734166144,0.0012348881732042,0.0211427121926863,1.246846872327973,-0.0079225269464533,0.0095700821026943,0.0251735161934738,0.7410329953707424,0.0267548602385474,2.2758054807763415e-05,0.0243792006894828,1.6636365157354065,0.0680821451711568,0.0002065793655675,0.0238267785642002,1.2479009715140907,-0.0447961593183933,0.003872902577652,0.031131596888918,1.1100442282289034,0.0085116152809705,0.0056745648641602,0.0200666338885136,1.3542907726052498,0.0115954682422907,0.0017530063393996,0.0196037688850216,1.631808391551554,0.0210352027733655,0.003973105647039,0.0158118033770482,1.0910127664966578,22.3700008392334,0.4539999961853027
2021-01-08,-0.0025329568329279,0.0003256634568068,0.0167800930023559,0.6714435313133152,-0.0124721011268907,-0.0001713737922605,0.0086518009698473,1.8057682907944124,0.0179461153299711,0.0012093708166987,0.0211212055925218,1.0920753358356168,0.0062111582420945,0.0088133951419258,0.0245282563344416,0.7191579119694432,0.0114925076949861,0.0006514226377451,0.0241515482642375,1.2056792704949653,0.0419766646440227,0.0004639850018278,0.0241920862308491,1.288498790195322,-0.0059402943221441,0.0034742381685507,0.0310932641668156,0.8892165739937764,0.0618545197785587,0.0066029046017832,0.021274740908622,2.293640013220582,-0.0138284842117979,0.0014257045219852,0.0196902333473201,0.92574615305174,0.0080353434706106,0.0037684679515202,0.0156716434165677,1.0336492366693708,21.559999465942383,0.4790000021457672
2021-01-11,0.0062433045028527,0.0001153062540941,0.0166181840629102,0.7017529089603955,-0.0058823790962913,-0.0003022877579003,0.0086751671632138,0.9912470652800858,0.024877580347576,0.0017663919692282,0.0212772241455156,0.7214094678159075,0.0096999756764311,0.0085138460386102,0.0243979572983869,0.6761668489368621,0.0013727874153874,0.0005494131977675,0.0241344363292042,0.7099656704361874,-0.0054353844855373,-0.0001286944029401,0.0238645948166775,0.8246801787261514,0.0017298110486008,0.0037047739544848,0.0310244668777679,0.5145879799867382,-0.0046538347839584,0.0065910091270799,0.0212809193063441,0.5756995876051425,-0.0304156442384081,0.0008701160387569,0.0200893819207764,1.139283984323396,0.0135238741626133,0.0037958970137111,0.0156874241061242,1.0171517166169572,24.079999923706055,0.4979999959468841
2021-01-12,-0.000210464380042,-0.0001264159060343,0.0165083089595294,0.8335059220287316,-0.0034808417414082,-0.0004163974414438,0.0086688434456568,1.4306862603663175,0.0177752352943492,0.0024580672135106,0.0210739392378347,0.9139556636833924,0.0288211860551925,0.0089945347880265,0.0244963622830408,0.9189772154526948,-0.0324057445754167,-0.0003334900194456,0.0243086036721386,1.458920239701037,0.0106086355230072,-0.0002852573766077,0.0237593866236893,0.8848276890944353,0.0036106756868246,0.0034656203792949,0.0309652029827279,0.5827579056305028,0.0137640926355564,0.0066614080171646,0.021297452200423,0.5190952858006189,-8.797528769366458e-05,0.0004259988805704,0.0197894172645233,0.906387697767263,0.0144257319131522,0.0039387057382913,0.0157433802207916,1.1180495566577482,23.329999923706055,0.503000020980835
2021-01-13,-0.0014723800545383,2.4008427924858212e-05,0.0164511788603064,0.8270726086113684,-0.0034925768979613,-0.000421191866586,0.0086704858343238,1.076068304903125,-0.0094835881336196,0.0022011543030038,0.0211199765030077,0.8998793246167809,-0.0178268284373545,0.0089672107456689,0.0245257535835119,0.5416931397832567,0.0054562369958994,-0.0004161570740606,0.0242794380827608,1.8266430303755343,-0.0166472244244182,-0.000448770347918,0.0238370889377172,0.8706399317406143,-0.0154857766124816,0.0033950264824835,0.0310038476659064,0.7157603471878368,-0.0065294838517147,0.0068314595104356,0.0211457390141132,0.6180263008083798,-0.0107817191075962,8.74932587705352e-05,0.0197959435208554,1.1486939913276897,0.0025844188733583,0.0033583733968637,0.0150847378739191,1.4151045278643917,22.209999084472656,0.4760000109672546
2021-01-14,-0.0155903926970103,-0.0001253117044121,0.0165508185302915,0.6415460674957084,-0.0003508047050321,-0.0001780775480413,0.0084479818352992,1.159915071948527,0.0081524374610584,0.0025947382791191,0.0209937987590737,0.687089715536105,0.0077786626861042,0.0088544740329731,0.0245144521740732,0.6008444170868722,0.0213167391299773,7.3124243981427905e-06,0.0244240133306487,1.1334276717670633,-0.0075479508773597,4.1293192445769646e-05,0.023356330781576,1.023541648313237,0.0071496955014456,0.003412425897448,0.0310056712187532,0.7253787645311209,0.0089718110775574,0.0066502114971905,0.0210764686568943,0.6673247013861555,-0.0258181543888831,-0.0002552628175842,0.0200570272906894,1.5839055856698274,-0.0464892990531765,0.0025983441951745,0.0163394397142283,2.6725478399405085,23.25,0.4839999973773956
2021-01-15,0.0144460483406538,0.0004448661845976,0.0164216919483386,1.2200898395776196,0.0059608421349366,-1.0110678981639557e-05,0.008463402576132,0.996142239021914,0.0008462996575129,0.0023412524271965,0.0209155836496107,0.7314850135317233,-0.0283018370311317,0.0082888664910769,0.0249572331033312,0.7488592762059668,0.0216058006781505,0.0002518820808305,0.0245637463488029,1.076516514586814,-0.0160800015451096,0.0002655612392543,0.023127898815322,0.832058423845517,-0.0042592397868403,0.0034612237722931,0.0309909017724334,0.562112666339509,0.008633683973372,0.0063987575617167,0.0209545223852996,0.6639500208314947,-0.0032708045570549,-0.0001801720605188,0.0200364035773228,1.4274401659667055,-0.0211702333260266,0.0021037873976111,0.016581926801743,1.8919378469390105,24.34000015258789,0.4550000131130218
