,Price,return,ma,vol,rvol
63,2008-04-03,-0.029246770250923593,-0.0012005214859886438,0.022290454100193476,0.8705482507564704
64,2008-04-04,0.006603334578849651,-0.0012213004582166604,0.02228243079729337,0.6738094759847623
65,2008-04-07,-0.01845003929732769,-0.001140327819097231,0.022209124680394873,0.7617798050518799
66,2008-04-08,0.0008354004972732643,-0.0011331482325873507,0.022209698203465737,0.6574024264092687
67,2008-04-09,-0.01794680912652047,-0.0009927899769949003,0.022072460918502974,0.8467104801048926
68,2008-04-10,0.02167479545133766,-0.0011543353422486969,0.021864459280335355,0.8748970501200648
69,2008-04-11,-0.02745425622404274,-0.0015901171870747722,0.022113261682357502,0.6959652417183101
70,2008-04-14,-0.0029942736332333464,-0.0014138313972035948,0.02205611717849107,0.4415932364224248
71,2008-04-15,-0.008579975821768504,-0.0018077180105789202,0.021957211047330623,0.6789945516936621
72,2008-04-16,0.031155672326423023,-0.0010475244841162655,0.022258993795385762,0.7211279152519594
73,2008-04-17,0.002517709437515725,-0.0005777354104048995,0.022011676793170735,0.545518341499654
74,2008-04-18,0.02595221848677043,0.0003517418264293542,0.021873366421847694,0.796136099664249
75,2008-04-21,0.015504007946618659,0.0006174008679743245,0.021955296567368048,0.6280200410886415
76,2008-04-22,0.0012053590784928403,0.0011721692441680946,0.021510069403236024,0.6920399547031398
77,2008-04-23,0.020866467266407174,0.0011315688185864975,0.021469767108693378,0.7668426195947501
78,2008-04-24,0.023192223429237213,0.0007863057084528726,0.02092174617276893,0.8131285318914225
79,2008-04-25,-0.01651972004889324,0.0010993375419176968,0.020502136348776807,0.8108721464955071
80,2008-04-28,-0.009765291486666383,0.0010099222128292277,0.020537573413334023,0.5189214420848218
81,2008-04-29,0.006311587416967246,0.0011364564045555435,0.020545413612854217,0.5841859373178493
82,2008-04-30,0.00509571184059765,0.0010194202402003007,0.020500769345800123,0.808259911699935
83,2008-05-01,0.04017145321290139,0.0015658338901707385,0.021079409726713322,1.104877075308516
84,2008-05-02,0.002999656969333131,0.0013283847062467418,0.02097577067362864,1.0360942527153145
85,2008-05-05,-0.01756994368701581,0.0017623159444017334,0.02027490901971291,0.9701362964571858
86,2008-05-06,0.0019027853641464532,0.002165689928820562,0.02001513555064739,1.4244113442246362
87,2008-05-07,-0.020888920755489093,0.001956955572486995,0.020187917360647255,1.439116441785506
88,2008-05-08,-0.0031032132361493714,0.0017013748694100956,0.02014776128384925,0.8007181341300078
89,2008-05-09,-0.008171473970461363,0.0014630454363267495,0.02017474353248667,0.6470569348717605
90,2008-05-12,0.01373106504296251,0.0016944796494447318,0.020231339536097,0.6468079316216554
91,2008-05-13,0.0019347404861709272,0.0017859360542440805,0.02021899620170889,0.6144549061783492
92,2008-05-14,-0.005407412825240043,0.0012733004627682074,0.019980283431165133,0.8542362484979462
93,2008-05-15,0.02912668016509712,0.0020852838343806495,0.020057352248129764,0.9578899791888744
94,2008-05-16,0.00037737594810960395,0.0022464233912590894,0.02000123630108149,0.9944296557636781
95,2008-05-19,-0.005281270249166359,0.0024487172290578773,0.019856822929179455,0.7177135247594392
96,2008-05-20,-0.01971931265114213,0.0019137167423924095,0.019994547159123133,0.7108505143832661
97,2008-05-21,-0.018568859436915774,0.001625813108716086,0.02015876315435714,0.7461822103517106
98,2008-05-22,0.008277765577272556,0.001476565581691399,0.020072606942704695,0.6127904721825436
99,2008-05-23,-0.01876462963167136,0.0010442065100813483,0.020212323457162475,0.731744346860749
100,2008-05-27,0.019521784723096403,0.0011740052610776913,0.020305577419725815,0.6597277052050506
101,2008-05-28,-0.001953641609552359,0.0005626660565679514,0.019796398366904416,0.8174119502486485
102,2008-05-29,0.026232993867989274,0.0011635617803382365,0.019994093860293456,1.0476360134859222
103,2008-05-30,0.019458249533820915,0.0016462175232825125,0.02006387325162208,1.1065570838866055
104,2008-06-02,-0.013847195751148567,0.001419912461189614,0.020158224851731077,1.0601758911633832
105,2008-06-03,-0.00037930582556078285,0.0014854462487380103,0.02014534968415168,0.8523040836475502
106,2008-06-04,0.015945302421890295,0.0017516221219163425,0.02022497197370477,1.1061090197440298
107,2008-06-05,0.029147931908541702,0.002430109575733967,0.02041783341603747,1.428098340595626
108,2008-06-06,-0.03631093407562003,0.0017410284840625333,0.020982399028560174,1.2601638106478752
109,2008-06-09,-0.004144554316736215,0.0017542475967710362,0.02097836006038175,0.8222243841435685
110,2008-06-10,-0.0026484102787456276,0.0009446886075363726,0.020117499154088597,0.6948424312341557
111,2008-06-11,-0.02693522926627212,0.0005234641803943845,0.020421589837119652,0.9832555385960723
112,2008-06-12,0.012086109674688261,0.0008352631881957558,0.020446166517426846,0.8200271930384209
113,2008-06-13,0.015793373494376484,0.0014867552738751062,0.020254575936121243,0.9118623602902738
114,2008-06-16,-0.0037919278623538277,0.0014461451708763062,0.02026268114654715,0.5998031507883126
115,2008-06-17,-0.011420069863260829,0.0004218881502286275,0.01921282059757309,0.7417967157031219
116,2008-06-18,-0.02656891126438865,0.0006889449123998955,0.018704163966946394,0.9628522885164151
117,2008-06-19,0.009493426638194968,0.0006450290138756896,0.01867978966263638,0.8449472911882164
118,2008-06-20,-0.034482894719630175,-0.0004598267480468476,0.018666114020118082,1.3462149089509192
119,2008-06-23,-0.0036521836425854604,-0.0005858919169766117,0.018660336661741096,0.8677815309507266
120,2008-06-24,-0.002851689966545612,-3.322409474473864e-05,0.018049923475635287,0.6952835343155113
121,2008-06-25,0.008987346474491398,0.0004937661876540162,0.017815720936542462,0.8694459088940047
