,Price,return,ma,vol,rvol
63,2008-04-03,-0.001953182736000869,0.002626801233097541,0.024254157920805933,1.0914612764913239
64,2008-04-04,-0.0073386540335742545,0.002833155764527748,0.024110491296839832,0.6217847815027228
65,2008-04-07,0.023164095943034146,0.003658538090932976,0.023898014332983934,0.6492838680952684
66,2008-04-08,-0.012042342385779059,0.003316578248709915,0.023967097848310814,0.4554159868714158
67,2008-04-09,-0.019989973199988964,0.0033540911779315822,0.0239280895063979,0.5450596984727826
68,2008-04-10,-0.0069652786241968245,0.0028233052417083277,0.023777365925799137,0.6420499560183955
69,2008-04-11,-0.015530863463596667,0.0024279130501670314,0.02387351258375481,0.7288949551228077
70,2008-04-14,0.006106638491766514,0.002617022131198644,0.023854406419981017,0.4804464291934596
71,2008-04-15,-0.0030349570241130497,0.0020589098997396515,0.02356239565503123,0.4640313073976599
72,2008-04-16,0.011161665313584423,0.002236079190431468,0.02358861325221688,0.7542343542646076
73,2008-04-17,0.011540144454991408,0.001961118157440688,0.023373210501550355,0.7011833973158363
74,2008-04-18,0.005952826636695274,0.002727898502705856,0.022677993255847496,0.7723574794553227
75,2008-04-21,-0.002958567909309817,0.003027391765823565,0.02247214223441369,0.5316226176032777
76,2008-04-22,-0.015331559010902995,0.0031382102149797413,0.02236210819246546,0.554739894915851
77,2008-04-23,-0.007533535687160642,0.002437100253036262,0.02198414044972777,0.600115660173276
78,2008-04-24,0.0010123457294450855,0.0022876231315362033,0.02196092428086721,0.6642532418453957
79,2008-04-25,-0.012639245507187535,0.0022872454581340674,0.021961184913631648,0.6534156094136928
80,2008-04-28,0.016385048678385195,0.002114094749272109,0.02180328110952052,0.7237942130079563
81,2008-04-29,0.020655570576893156,0.0021996904359933393,0.02186622822815185,0.5862741596637872
82,2008-04-30,0.014312720797490908,0.00270085144293945,0.0217746472748865,1.368794859438848
83,2008-05-01,0.08564524047371669,0.0036016414851029314,0.023941757447287333,2.1416939543578914
84,2008-05-02,-0.015239559380093803,0.0030188644421756897,0.023946514210789565,0.9081514743275702
85,2008-05-05,-0.015475765034623779,0.003106930042074152,0.02386673753628208,0.7555058553598706
86,2008-05-06,0.010170642507575822,0.0038976883899208485,0.023244529092375666,0.8695656903947155
87,2008-05-07,-0.012814042242161539,0.003621488615871646,0.02333939823231859,0.937563083278258
88,2008-05-08,0.022252531832367195,0.004101547424654432,0.023407625140403718,0.991525111538619
89,2008-05-09,-0.01677955375736706,0.004127459456296141,0.023383191665123933,0.6124969834137031
90,2008-05-12,0.01660465953873258,0.00441893682484207,0.023423055583835024,0.7037904575939168
91,2008-05-13,0.002269143186939493,0.004268544019976935,0.02340567644833887,0.6620218141612356
92,2008-05-14,0.012675302256715648,0.003935416774367554,0.023128282164853128,0.7265094762969924
93,2008-05-15,0.007599190555129365,0.0027815657013084954,0.02097007441647024,1.009960324490728
94,2008-05-16,-0.020408260713574378,0.0016738663336670957,0.020301549550842745,1.2968321218587973
95,2008-05-19,-0.0004527139929690893,0.0014465643635206257,0.020242907153242645,0.7269795352299123
96,2008-05-20,-0.007702671515196435,0.001572424939819137,0.02015948707796637,0.7674288205445405
97,2008-05-21,-0.006392605928197348,0.001912090830250161,0.01983440916096108,0.7950995503715637
98,2008-05-22,0.020220625626728106,0.0017793070043322257,0.019680360544830324,0.7402271623414015
99,2008-05-23,-0.026126559124230675,0.001238559542154108,0.01997417027371247,0.8358793726891999
100,2008-05-27,0.012488824040111979,0.0015462173710760752,0.01999615148605981,0.6289807893057335
101,2008-05-28,-0.006852722276190382,0.0013666102364432795,0.020020337090844196,0.7496434329047353
102,2008-05-29,0.01885960412158716,0.0017756499729555978,0.02011155385422835,0.9774854696521947
103,2008-05-30,0.015801346998080668,0.002484037078337379,0.019799807115648167,1.0499907864727542
104,2008-06-02,0.0008888850621269206,0.0021244786637675686,0.019616076244456243,1.2321099030762197
105,2008-06-03,-0.011100956629437442,0.0019641473933222414,0.019683191401954767,1.0950189459576207
106,2008-06-04,0.01616486845244225,0.002300179727385934,0.019742909208855183,0.994577865436262
107,2008-06-05,0.003976707617584063,0.002499031659158329,0.019694884320977792,0.7036117103913527
108,2008-06-06,-0.034330733316903395,0.0019863109443870154,0.020227914673649674,1.131311694056627
109,2008-06-09,0.0009112666305699513,0.002226727991211845,0.020121739214239823,0.989606669249459
110,2008-06-10,-0.010018115006428685,0.0018876162828770043,0.02014558456083145,1.1209887461206798
111,2008-06-11,-0.011039638461958323,0.0018418850465610238,0.020172010344314033,1.2790363376000613
112,2008-06-12,-0.0069760913764409516,0.0017719638229414495,0.020195174587960274,0.9295965519635154
113,2008-06-13,0.018266391934680826,0.002454640694434048,0.020010519942328695,1.0675859588482635
114,2008-06-16,-0.02115882229829491,0.0021775103260884584,0.020216959777640986,1.2233097309854377
115,2008-06-17,-0.00798913000872703,0.0016044109694849954,0.019980165728203107,0.8746216891393918
116,2008-06-18,-0.03079059218447322,0.0011648170376698617,0.020385795902732873,1.2346181634659716
117,2008-06-19,0.004398084295848426,0.0012017561067290128,0.02038957230741703,1.2727555030131055
118,2008-06-20,-0.04136231330529727,-0.0001516920861184532,0.020339173873602446,2.063260672232379
119,2008-06-23,-0.027918741340185127,-0.0008540291588091065,0.020524029829887932,1.4052085289167464
120,2008-06-24,-0.008877109164367014,-0.0003535254357408482,0.019919444356746904,1.7613158682800767
121,2008-06-25,0.014752310267189372,-1.466660100822559e-05,0.019992986942930772,1.0990091149470405
122,2008-06-26,-0.03374856524329117,-6.395694128895941e-05,0.02007338228939939,1.189210902181026
